,tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,gh_repo_age,gh_repo_num_commits,tr_job_id,tr_build_number,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_num_test_suites_run,tr_log_num_test_suites_ok,tr_log_num_test_suites_failed,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,tr_original_commit,tr_duration,tr_status,tr_jobs
1976898,64181918,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,c13771ed7903f1a75fd09dc7e92250898d9981e9,1,c13771ed7903f1a75fd09dc7e92250898d9981e9,,,0,,0,0,4,0,25,0,0,0,0,29,142,22471,313.114681144586,12.1044902318544,41.1196653464465,True,,,2015-05-27 00:19:34,476.05,1334,64181920,43,java,ok,1.0,java-gradle,,False,,,,,,,,,,,,c13771ed7903f1a75fd09dc7e92250898d9981e9,833.0,failed,"[64181919, 64181920]"
1979549,64288521,linkedin/gobblin,True,2015-05-27 14:03:00,147.0,java,commits_in_master,master,,,merge_found,,,,21,be14fb72328c5ba4c7f155b17cf8a308f401299c#a2777ec19dd70432aeaa3f80a8739123446e6db1#436dabf87df16e164a218470b41f844b1cdff86d#f0898e4b4d84fe978627320d5e4a3c450689b725#9127f80757a4926d5e8ba326ee4dbc4dcefa40c5,5,be14fb72328c5ba4c7f155b17cf8a308f401299c,c13771ed7903f1a75fd09dc7e92250898d9981e9,1.0,0,1.0,0,0,17,1,54,0,0,0,0,71,264,22471,313.114681144586,12.1044902318544,41.1196653464465,True,3.0,,2015-05-27 17:05:49,476.75,1335,64288526,50,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,854b7d3a083e2936c7370677de0b3c4be506904c,922.0,passed,"[64288526, 64288529]"
1979550,64288521,linkedin/gobblin,True,2015-05-27 14:03:00,147.0,java,commits_in_master,master,,,merge_found,,,,21,be14fb72328c5ba4c7f155b17cf8a308f401299c#a2777ec19dd70432aeaa3f80a8739123446e6db1#436dabf87df16e164a218470b41f844b1cdff86d#f0898e4b4d84fe978627320d5e4a3c450689b725#9127f80757a4926d5e8ba326ee4dbc4dcefa40c5,5,be14fb72328c5ba4c7f155b17cf8a308f401299c,c13771ed7903f1a75fd09dc7e92250898d9981e9,1.0,0,1.0,0,0,17,1,54,0,0,0,0,71,264,22471,313.114681144586,12.1044902318544,41.1196653464465,True,3.0,,2015-05-27 17:05:49,476.75,1335,64288529,50,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,854b7d3a083e2936c7370677de0b3c4be506904c,922.0,passed,"[64288526, 64288529]"
1979551,64288578,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,1,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,,,0,,0,0,0,0,2,0,0,0,0,2,57,22472,313.10074759701,12.1039515841937,41.1178355286579,True,,,2015-05-27 17:05:48,476.75,1336,64288580,51,java,broken,1.0,java-gradle,,False,,,,,,,,,,,,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,755.0,failed,"[64288580, 64288582]"
1979552,64288578,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,1,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,,,0,,0,0,0,0,2,0,0,0,0,2,57,22472,313.10074759701,12.1039515841937,41.1178355286579,True,,,2015-05-27 17:05:48,476.75,1336,64288582,51,java,broken,1.0,java-gradle,,False,,,,,,,,,,,,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,755.0,failed,"[64288580, 64288582]"
1979570,64289918,linkedin/gobblin,True,2015-05-27 15:14:34,148.0,java,commits_in_master,master,,,merge_found,,,,21,c66802568fb170b54d8722eb1273fdd9dc46fa21#650a5a321643be80e8f267c0a58d45cf64b33b32,2,c66802568fb170b54d8722eb1273fdd9dc46fa21,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,0.0,0,0.0,0,0,17,1,57,0,0,0,0,75,274,22529,312.308580052377,12.0733277109503,41.013804429846,True,57.0,,2015-05-27 17:16:24,476.75,1337,64289919,52,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,460a0ba05a672cd8cba902f492f02e4316aec0b3,896.0,failed,"[64289919, 64289920]"
1979571,64289918,linkedin/gobblin,True,2015-05-27 15:14:34,148.0,java,commits_in_master,master,,,merge_found,,,,21,c66802568fb170b54d8722eb1273fdd9dc46fa21#650a5a321643be80e8f267c0a58d45cf64b33b32,2,c66802568fb170b54d8722eb1273fdd9dc46fa21,4ec48ef6d604fcdd9b10afc72f4737cddb3de151,0.0,0,0.0,0,0,17,1,57,0,0,0,0,75,274,22529,312.308580052377,12.0733277109503,41.013804429846,True,57.0,,2015-05-27 17:16:24,476.75,1337,64289920,52,java,broken,0.0,java-gradle,,False,,,,,,,,,,,,460a0ba05a672cd8cba902f492f02e4316aec0b3,896.0,failed,"[64289919, 64289920]"
1979595,64290595,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,291cabcf586db4218700f03ab487776f8abed5f3,1,291cabcf586db4218700f03ab487776f8abed5f3,,,0,,0,0,0,0,2,0,0,0,0,2,28,22472,313.10074759701,12.1039515841937,41.1178355286579,True,,,2015-05-27 17:20:58,476.76,1340,64290596,54,java,ok,1.0,java-gradle,,False,,,,,,,,,,,,291cabcf586db4218700f03ab487776f8abed5f3,848.0,passed,"[64290596, 64290597]"
1979596,64290595,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,291cabcf586db4218700f03ab487776f8abed5f3,1,291cabcf586db4218700f03ab487776f8abed5f3,,,0,,0,0,0,0,2,0,0,0,0,2,28,22472,313.10074759701,12.1039515841937,41.1178355286579,True,,,2015-05-27 17:20:58,476.76,1340,64290597,54,java,ok,3.0,java-gradle,,False,,,,,,,,,,,,291cabcf586db4218700f03ab487776f8abed5f3,848.0,passed,"[64290596, 64290597]"
1979647,64293710,linkedin/gobblin,False,,,java,,master,,,merge_found,,,,21,f2f4905fc2359a1ab89c3706aa70c7c48151f042,1,f2f4905fc2359a1ab89c3706aa70c7c48151f042,,,0,,0,0,2,0,6,0,0,0,0,8,124,22597,316.192414922335,12.2582643713767,41.2001593131832,True,,,2015-05-27 17:43:37,476.77,1355,64293711,56,java,ok,0.0,java-gradle,,False,,,,,,,,,,,,f2f4905fc2359a1ab89c3706aa70c7c48151f042,871.0,passed,"[64293711, 64293712]"
