,Unnamed: 0,project,algorithm,batch_size,update_method,factor,num_of_builds,builds_saved,testall_size,fr_bracket,size_bracket
1018,1018,jOOQ-jOOQ.csv,BATCHSTOP4,-1,linear,1,1627,52.85424514633439,3451,low,lt 5k
1019,1019,jOOQ-jOOQ.csv,BATCHSTOP4,-1,linear,2,1618,53.11503911909591,3451,low,lt 5k
1020,1020,jOOQ-jOOQ.csv,BATCHSTOP4,-1,linear,3,1637,52.56447406548826,3451,low,lt 5k
1021,1021,jOOQ-jOOQ.csv,BATCHSTOP4,-1,linear,4,1570,54.50594030715735,3451,low,lt 5k
1022,1022,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,linear,1,1800,47.84120544769632,3451,low,lt 5k
1023,1023,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,linear,2,1885,45.37815126050421,3451,low,lt 5k
1024,1024,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,linear,3,1877,45.60996812518111,3451,low,lt 5k
1025,1025,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,linear,4,1845,46.53723558388873,3451,low,lt 5k
1026,1026,jOOQ-jOOQ.csv,BATCHBISECT,-1,exponential,2,1860,46.10257896261953,3451,low,lt 5k
1027,1027,jOOQ-jOOQ.csv,BATCHBISECT,-1,exponential,3,1801,47.81222833961171,3451,low,lt 5k
1028,1028,jOOQ-jOOQ.csv,BATCHBISECT,-1,exponential,4,1832,46.9139379889887,3451,low,lt 5k
1029,1029,jOOQ-jOOQ.csv,BATCHSTOP4,-1,exponential,2,1667,51.69516082294987,3451,low,lt 5k
1030,1030,jOOQ-jOOQ.csv,BATCHSTOP4,-1,exponential,3,1584,54.10026079397276,3451,low,lt 5k
1031,1031,jOOQ-jOOQ.csv,BATCHSTOP4,-1,exponential,4,1664,51.782092147203706,3451,low,lt 5k
1032,1032,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,exponential,2,1925,44.21906693711968,3451,low,lt 5k
1033,1033,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,exponential,3,1587,54.01332946971892,3451,low,lt 5k
1034,1034,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,exponential,4,1964,43.08895972181976,3451,low,lt 5k
1035,1035,jOOQ-jOOQ.csv,BATCHBISECT,-1,stagger,2,1807,47.63836569110403,3451,low,lt 5k
1036,1036,jOOQ-jOOQ.csv,BATCHBISECT,-1,stagger,3,1815,47.40654882642712,3451,low,lt 5k
1037,1037,jOOQ-jOOQ.csv,BATCHBISECT,-1,stagger,4,1790,48.130976528542455,3451,low,lt 5k
1038,1038,jOOQ-jOOQ.csv,BATCHSTOP4,-1,stagger,2,1646,52.30368009272674,3451,low,lt 5k
1039,1039,jOOQ-jOOQ.csv,BATCHSTOP4,-1,stagger,3,1638,52.53549695740365,3451,low,lt 5k
1040,1040,jOOQ-jOOQ.csv,BATCHSTOP4,-1,stagger,4,1616,53.17299333526514,3451,low,lt 5k
1041,1041,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,stagger,2,1908,44.7116777745581,3451,low,lt 5k
1042,1042,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,stagger,3,1928,44.13213561286584,3451,low,lt 5k
1043,1043,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,stagger,4,1941,43.75543320776586,3451,low,lt 5k
1044,1044,jOOQ-jOOQ.csv,BATCHBISECT,-1,random_linear,-1,1901,44.91451753115039,3451,low,lt 5k
1045,1045,jOOQ-jOOQ.csv,BATCHSTOP4,-1,random_linear,-1,1616,53.17299333526514,3451,low,lt 5k
1046,1046,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,random_linear,-1,1891,45.204288611996525,3451,low,lt 5k
1047,1047,jOOQ-jOOQ.csv,BATCHBISECT,-1,random_exponential,-1,1937,43.87134164010432,3451,low,lt 5k
1048,1048,jOOQ-jOOQ.csv,BATCHSTOP4,-1,random_exponential,-1,1586,54.04230657780354,3451,low,lt 5k
1049,1049,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,random_exponential,-1,1827,47.05882352941177,3451,low,lt 5k
1050,1050,jOOQ-jOOQ.csv,BATCHBISECT,-1,random_random,-1,1862,46.0446247464503,3451,low,lt 5k
1051,1051,jOOQ-jOOQ.csv,BATCHSTOP4,-1,random_random,-1,1649,52.2167487684729,3451,low,lt 5k
1052,1052,jOOQ-jOOQ.csv,BATCHDIVIDE4,-1,random_random,-1,1945,43.63952477542741,3451,low,lt 5k
1053,1053,structr-structr.csv,BATCHBISECT,-1,linear,1,2047,18.51114649681529,2512,med,lt 5k
1054,1054,structr-structr.csv,BATCHBISECT,-1,linear,2,2132,15.12738853503184,2512,med,lt 5k
1055,1055,structr-structr.csv,BATCHBISECT,-1,linear,3,2167,13.734076433121018,2512,med,lt 5k
1056,1056,structr-structr.csv,BATCHBISECT,-1,linear,4,2166,13.773885350318466,2512,med,lt 5k
1057,1057,structr-structr.csv,BATCHSTOP4,-1,linear,1,1826,27.30891719745223,2512,med,lt 5k
1058,1058,structr-structr.csv,BATCHSTOP4,-1,linear,2,1853,26.234076433121015,2512,med,lt 5k
1059,1059,structr-structr.csv,BATCHSTOP4,-1,linear,3,1890,24.76114649681529,2512,med,lt 5k
1060,1060,structr-structr.csv,BATCHSTOP4,-1,linear,4,1857,26.074840764331213,2512,med,lt 5k
1061,1061,structr-structr.csv,BATCHDIVIDE4,-1,linear,1,1824,27.388535031847127,2512,med,lt 5k
1062,1062,structr-structr.csv,BATCHDIVIDE4,-1,linear,2,1881,25.11942675159236,2512,med,lt 5k
1063,1063,structr-structr.csv,BATCHDIVIDE4,-1,linear,3,1900,24.363057324840767,2512,med,lt 5k
1064,1064,structr-structr.csv,BATCHDIVIDE4,-1,linear,4,1907,24.084394904458605,2512,med,lt 5k
1065,1065,structr-structr.csv,BATCHBISECT,-1,exponential,2,2158,14.09235668789809,2512,med,lt 5k
1066,1066,structr-structr.csv,BATCHBISECT,-1,exponential,3,2173,13.495222929936304,2512,med,lt 5k
1067,1067,structr-structr.csv,BATCHBISECT,-1,exponential,4,2273,9.514331210191088,2512,med,lt 5k
1068,1068,structr-structr.csv,BATCHSTOP4,-1,exponential,2,1950,22.37261146496816,2512,med,lt 5k
1069,1069,structr-structr.csv,BATCHSTOP4,-1,exponential,3,1895,24.56210191082802,2512,med,lt 5k
1070,1070,structr-structr.csv,BATCHSTOP4,-1,exponential,4,2053,18.27229299363057,2512,med,lt 5k
1071,1071,structr-structr.csv,BATCHDIVIDE4,-1,exponential,2,1996,20.54140127388536,2512,med,lt 5k
1072,1072,structr-structr.csv,BATCHDIVIDE4,-1,exponential,3,1894,24.60191082802548,2512,med,lt 5k
1073,1073,structr-structr.csv,BATCHDIVIDE4,-1,exponential,4,2131,15.167197452229304,2512,med,lt 5k
1074,1074,structr-structr.csv,BATCHBISECT,-1,stagger,2,2095,16.600318471337573,2512,med,lt 5k
1075,1075,structr-structr.csv,BATCHBISECT,-1,stagger,3,2191,12.778662420382162,2512,med,lt 5k
1076,1076,structr-structr.csv,BATCHBISECT,-1,stagger,4,2233,11.106687898089175,2512,med,lt 5k
1077,1077,structr-structr.csv,BATCHSTOP4,-1,stagger,2,1922,23.48726114649682,2512,med,lt 5k
1078,1078,structr-structr.csv,BATCHSTOP4,-1,stagger,3,1929,23.208598726114644,2512,med,lt 5k
1079,1079,structr-structr.csv,BATCHSTOP4,-1,stagger,4,1997,20.50159235668789,2512,med,lt 5k
1080,1080,structr-structr.csv,BATCHDIVIDE4,-1,stagger,2,1950,22.37261146496816,2512,med,lt 5k
1081,1081,structr-structr.csv,BATCHDIVIDE4,-1,stagger,3,1983,21.05891719745223,2512,med,lt 5k
1082,1082,structr-structr.csv,BATCHDIVIDE4,-1,stagger,4,2089,16.839171974522287,2512,med,lt 5k
1083,1083,structr-structr.csv,BATCHBISECT,-1,random_linear,-1,2383,5.135350318471339,2512,med,lt 5k
1084,1084,structr-structr.csv,BATCHSTOP4,-1,random_linear,-1,1999,20.421974522293,2512,med,lt 5k
1085,1085,structr-structr.csv,BATCHDIVIDE4,-1,random_linear,-1,2058,18.073248407643305,2512,med,lt 5k
1086,1086,structr-structr.csv,BATCHBISECT,-1,random_exponential,-1,2395,4.657643312101911,2512,med,lt 5k
1087,1087,structr-structr.csv,BATCHSTOP4,-1,random_exponential,-1,1980,21.17834394904459,2512,med,lt 5k
1088,1088,structr-structr.csv,BATCHDIVIDE4,-1,random_exponential,-1,2028,19.26751592356688,2512,med,lt 5k
1089,1089,structr-structr.csv,BATCHBISECT,-1,random_random,-1,2311,8.001592356687894,2512,med,lt 5k
1090,1090,structr-structr.csv,BATCHSTOP4,-1,random_random,-1,1950,22.37261146496816,2512,med,lt 5k
1091,1091,structr-structr.csv,BATCHDIVIDE4,-1,random_random,-1,1996,20.54140127388536,2512,med,lt 5k
1092,1092,floragunncom-search-guard.csv,BATCHBISECT,-1,linear,1,1340,63.30777656078861,3652,low,lt 5k
1093,1093,floragunncom-search-guard.csv,BATCHBISECT,-1,linear,2,1337,63.38992332968237,3652,low,lt 5k
1094,1094,floragunncom-search-guard.csv,BATCHBISECT,-1,linear,3,1280,64.95071193866374,3652,low,lt 5k
1095,1095,floragunncom-search-guard.csv,BATCHBISECT,-1,linear,4,1295,64.53997809419496,3652,low,lt 5k
1096,1096,floragunncom-search-guard.csv,BATCHSTOP4,-1,linear,1,1159,68.26396495071194,3652,low,lt 5k
1097,1097,floragunncom-search-guard.csv,BATCHSTOP4,-1,linear,2,1156,68.34611171960569,3652,low,lt 5k
1098,1098,floragunncom-search-guard.csv,BATCHSTOP4,-1,linear,3,1109,69.63307776560788,3652,low,lt 5k
1099,1099,floragunncom-search-guard.csv,BATCHSTOP4,-1,linear,4,1085,70.29025191675794,3652,low,lt 5k
1100,1100,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,linear,1,1535,57.968236582694416,3652,low,lt 5k
1101,1101,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,linear,2,1606,56.024096385542165,3652,low,lt 5k
1102,1102,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,linear,3,1533,58.023001095290255,3652,low,lt 5k
1103,1103,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,linear,4,1541,57.8039430449069,3652,low,lt 5k
1104,1104,floragunncom-search-guard.csv,BATCHBISECT,-1,exponential,2,1361,62.73274917853231,3652,low,lt 5k
1105,1105,floragunncom-search-guard.csv,BATCHBISECT,-1,exponential,3,1371,62.458926615553125,3652,low,lt 5k
1106,1106,floragunncom-search-guard.csv,BATCHBISECT,-1,exponential,4,1298,64.45783132530121,3652,low,lt 5k
1107,1107,floragunncom-search-guard.csv,BATCHSTOP4,-1,exponential,2,1212,66.81270536692224,3652,low,lt 5k
1108,1108,floragunncom-search-guard.csv,BATCHSTOP4,-1,exponential,3,1187,67.4972617743702,3652,low,lt 5k
1109,1109,floragunncom-search-guard.csv,BATCHSTOP4,-1,exponential,4,1172,67.907995618839,3652,low,lt 5k
1110,1110,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,exponential,2,1587,56.54435925520263,3652,low,lt 5k
1111,1111,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,exponential,3,1187,67.4972617743702,3652,low,lt 5k
1112,1112,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,exponential,4,1609,55.941949616648415,3652,low,lt 5k
1113,1113,floragunncom-search-guard.csv,BATCHBISECT,-1,stagger,2,1353,62.95180722891566,3652,low,lt 5k
1114,1114,floragunncom-search-guard.csv,BATCHBISECT,-1,stagger,3,1309,64.1566265060241,3652,low,lt 5k
1115,1115,floragunncom-search-guard.csv,BATCHBISECT,-1,stagger,4,1310,64.12924424972618,3652,low,lt 5k
1116,1116,floragunncom-search-guard.csv,BATCHSTOP4,-1,stagger,2,1207,66.94961664841182,3652,low,lt 5k
1117,1117,floragunncom-search-guard.csv,BATCHSTOP4,-1,stagger,3,1194,67.30558598028477,3652,low,lt 5k
1118,1118,floragunncom-search-guard.csv,BATCHSTOP4,-1,stagger,4,1206,66.97699890470975,3652,low,lt 5k
1119,1119,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,stagger,2,1577,56.81818181818182,3652,low,lt 5k
1120,1120,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,stagger,3,1585,56.59912376779847,3652,low,lt 5k
1121,1121,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,stagger,4,1649,54.84665936473166,3652,low,lt 5k
1122,1122,floragunncom-search-guard.csv,BATCHBISECT,-1,random_linear,-1,1280,64.95071193866374,3652,low,lt 5k
1123,1123,floragunncom-search-guard.csv,BATCHSTOP4,-1,random_linear,-1,1085,70.29025191675794,3652,low,lt 5k
1124,1124,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,random_linear,-1,1368,62.54107338444688,3652,low,lt 5k
1125,1125,floragunncom-search-guard.csv,BATCHBISECT,-1,random_exponential,-1,1338,63.36254107338445,3652,low,lt 5k
1126,1126,floragunncom-search-guard.csv,BATCHSTOP4,-1,random_exponential,-1,1050,71.2486308871851,3652,low,lt 5k
1127,1127,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,random_exponential,-1,1364,62.65060240963855,3652,low,lt 5k
1128,1128,floragunncom-search-guard.csv,BATCHBISECT,-1,random_random,-1,1311,64.10186199342826,3652,low,lt 5k
1129,1129,floragunncom-search-guard.csv,BATCHSTOP4,-1,random_random,-1,1156,68.34611171960569,3652,low,lt 5k
1130,1130,floragunncom-search-guard.csv,BATCHDIVIDE4,-1,random_random,-1,1572,56.955093099671416,3652,low,lt 5k
1131,1131,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,linear,1,1779,43.21736354931376,3133,low,lt 5k
1132,1132,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,linear,2,1829,41.62144909032876,3133,low,lt 5k
1133,1133,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,linear,3,1835,41.42993935525056,3133,low,lt 5k
1134,1134,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,linear,4,1843,41.17459304181296,3133,low,lt 5k
1135,1135,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,linear,1,1527,51.26077242259815,3133,low,lt 5k
1136,1136,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,linear,2,1517,51.57995531439515,3133,low,lt 5k
1137,1137,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,linear,3,1554,50.39897861474625,3133,low,lt 5k
1138,1138,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,linear,4,1523,51.38844557931695,3133,low,lt 5k
1139,1139,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,linear,1,1599,48.96265560165975,3133,low,lt 5k
1140,1140,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,linear,2,1721,45.06862432173636,3133,low,lt 5k
1141,1141,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,linear,3,1763,43.72805617618896,3133,low,lt 5k
1142,1142,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,linear,4,1715,45.26013405681456,3133,low,lt 5k
1143,1143,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,exponential,2,1862,40.56814554739866,3133,low,lt 5k
1144,1144,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,exponential,3,1778,43.24928183849346,3133,low,lt 5k
1145,1145,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,exponential,4,1858,40.69581870411746,3133,low,lt 5k
1146,1146,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,exponential,2,1664,46.88796680497925,3133,low,lt 5k
1147,1147,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,exponential,3,1511,51.77146504947335,3133,low,lt 5k
1148,1148,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,exponential,4,1686,46.18576444302585,3133,low,lt 5k
1149,1149,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,exponential,2,1846,41.07883817427386,3133,low,lt 5k
1150,1150,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,exponential,3,1511,51.77146504947335,3133,low,lt 5k
1151,1151,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,exponential,4,1919,38.74880306415576,3133,low,lt 5k
1152,1152,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,stagger,2,1838,41.33418448771146,3133,low,lt 5k
1153,1153,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,stagger,3,1777,43.28120012767316,3133,low,lt 5k
1154,1154,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,stagger,4,1832,41.52569422278966,3133,low,lt 5k
1155,1155,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,stagger,2,1637,47.74976061283115,3133,low,lt 5k
1156,1156,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,stagger,3,1586,49.37759336099585,3133,low,lt 5k
1157,1157,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,stagger,4,1644,47.52633258857325,3133,low,lt 5k
1158,1158,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,stagger,2,1811,42.19597829556336,3133,low,lt 5k
1159,1159,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,stagger,3,1768,43.56846473029046,3133,low,lt 5k
1160,1160,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,stagger,4,1897,39.45100542610916,3133,low,lt 5k
1161,1161,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,random_linear,-1,1891,39.64251516118736,3133,low,lt 5k
1162,1162,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,random_linear,-1,1612,48.54771784232365,3133,low,lt 5k
1163,1163,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,random_linear,-1,1743,44.36642195978296,3133,low,lt 5k
1164,1164,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,random_exponential,-1,1888,39.73827002872646,3133,low,lt 5k
1165,1165,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,random_exponential,-1,1576,49.69677625279285,3133,low,lt 5k
1166,1166,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,random_exponential,-1,1705,45.57931694861156,3133,low,lt 5k
1167,1167,SpongePowered-SpongeForge.csv,BATCHBISECT,-1,random_random,-1,1810,42.22789658474306,3133,low,lt 5k
1168,1168,SpongePowered-SpongeForge.csv,BATCHSTOP4,-1,random_random,-1,1561,50.17555059048835,3133,low,lt 5k
1169,1169,SpongePowered-SpongeForge.csv,BATCHDIVIDE4,-1,random_random,-1,1848,41.01500159591446,3133,low,lt 5k
1170,1170,sakaiproject-sakai.csv,BATCHBISECT,-1,linear,1,1722,54.64840663681854,3797,low,lt 5k
1171,1171,sakaiproject-sakai.csv,BATCHBISECT,-1,linear,2,1740,54.17434816960758,3797,low,lt 5k
1172,1172,sakaiproject-sakai.csv,BATCHBISECT,-1,linear,3,1703,55.148801685541216,3797,low,lt 5k
1173,1173,sakaiproject-sakai.csv,BATCHBISECT,-1,linear,4,1720,54.70107979984198,3797,low,lt 5k
1174,1174,sakaiproject-sakai.csv,BATCHSTOP4,-1,linear,1,1557,58.9939425862523,3797,low,lt 5k
1175,1175,sakaiproject-sakai.csv,BATCHSTOP4,-1,linear,2,1533,59.62602054253358,3797,low,lt 5k
1176,1176,sakaiproject-sakai.csv,BATCHSTOP4,-1,linear,3,1580,58.38820121148275,3797,low,lt 5k
1177,1177,sakaiproject-sakai.csv,BATCHSTOP4,-1,linear,4,1509,60.25809849881485,3797,low,lt 5k
1178,1178,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,linear,1,1875,50.618909665525415,3797,low,lt 5k
1179,1179,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,linear,2,1888,50.276534105873054,3797,low,lt 5k
1180,1180,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,linear,3,1918,49.48643666052146,3797,low,lt 5k
1181,1181,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,linear,4,1925,49.30208058993943,3797,low,lt 5k
1182,1182,sakaiproject-sakai.csv,BATCHBISECT,-1,exponential,2,1697,55.306821174611535,3797,low,lt 5k
1183,1183,sakaiproject-sakai.csv,BATCHBISECT,-1,exponential,3,1760,53.64761653937319,3797,low,lt 5k
1184,1184,sakaiproject-sakai.csv,BATCHBISECT,-1,exponential,4,1746,54.01632868053726,3797,low,lt 5k
1185,1185,sakaiproject-sakai.csv,BATCHSTOP4,-1,exponential,2,1599,57.88780616276007,3797,low,lt 5k
1186,1186,sakaiproject-sakai.csv,BATCHSTOP4,-1,exponential,3,1539,59.46800105346326,3797,low,lt 5k
1187,1187,sakaiproject-sakai.csv,BATCHSTOP4,-1,exponential,4,1664,56.17592836449829,3797,low,lt 5k
1188,1188,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,exponential,2,1926,49.27574400842771,3797,low,lt 5k
1189,1189,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,exponential,3,1540,59.44166447195154,3797,low,lt 5k
1190,1190,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,exponential,4,2005,47.195154069001845,3797,low,lt 5k
1191,1191,sakaiproject-sakai.csv,BATCHBISECT,-1,stagger,2,1711,54.93810903344746,3797,low,lt 5k
1192,1192,sakaiproject-sakai.csv,BATCHBISECT,-1,stagger,3,1746,54.01632868053726,3797,low,lt 5k
1193,1193,sakaiproject-sakai.csv,BATCHBISECT,-1,stagger,4,1744,54.06900184356071,3797,low,lt 5k
1194,1194,sakaiproject-sakai.csv,BATCHSTOP4,-1,stagger,2,1598,57.91414274427179,3797,low,lt 5k
1195,1195,sakaiproject-sakai.csv,BATCHSTOP4,-1,stagger,3,1599,57.88780616276007,3797,low,lt 5k
1196,1196,sakaiproject-sakai.csv,BATCHSTOP4,-1,stagger,4,1632,57.01869897287333,3797,low,lt 5k
1197,1197,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,stagger,2,1917,49.512773242033184,3797,low,lt 5k
1198,1198,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,stagger,3,1920,49.43376349749803,3797,low,lt 5k
1199,1199,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,stagger,4,1979,47.87990518830656,3797,low,lt 5k
1200,1200,sakaiproject-sakai.csv,BATCHBISECT,-1,random_linear,-1,1773,53.30524097972084,3797,low,lt 5k
1201,1201,sakaiproject-sakai.csv,BATCHSTOP4,-1,random_linear,-1,1586,58.23018172241243,3797,low,lt 5k
1202,1202,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,random_linear,-1,1766,53.48959705030287,3797,low,lt 5k
1203,1203,sakaiproject-sakai.csv,BATCHBISECT,-1,random_exponential,-1,1786,52.96286542006848,3797,low,lt 5k
1204,1204,sakaiproject-sakai.csv,BATCHSTOP4,-1,random_exponential,-1,1568,58.70424018962338,3797,low,lt 5k
1205,1205,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,random_exponential,-1,1722,54.64840663681854,3797,low,lt 5k
1206,1206,sakaiproject-sakai.csv,BATCHBISECT,-1,random_random,-1,1766,53.48959705030287,3797,low,lt 5k
1207,1207,sakaiproject-sakai.csv,BATCHSTOP4,-1,random_random,-1,1617,57.41374769554912,3797,low,lt 5k
1208,1208,sakaiproject-sakai.csv,BATCHDIVIDE4,-1,random_random,-1,1943,48.82802212272847,3797,low,lt 5k
1209,1209,dreamhead-moco.csv,BATCHBISECT,-1,linear,1,2714,38.5277463193658,4415,med,lt 5k
1210,1210,dreamhead-moco.csv,BATCHBISECT,-1,linear,2,2742,37.89354473386184,4415,med,lt 5k
1211,1211,dreamhead-moco.csv,BATCHBISECT,-1,linear,3,2766,37.349943374858434,4415,med,lt 5k
1212,1212,dreamhead-moco.csv,BATCHBISECT,-1,linear,4,2708,38.66364665911665,4415,med,lt 5k
1213,1213,dreamhead-moco.csv,BATCHSTOP4,-1,linear,1,2449,44.53001132502831,4415,med,lt 5k
1214,1214,dreamhead-moco.csv,BATCHSTOP4,-1,linear,2,2462,44.23556058890147,4415,med,lt 5k
1215,1215,dreamhead-moco.csv,BATCHSTOP4,-1,linear,3,2512,43.10305775764439,4415,med,lt 5k
1216,1216,dreamhead-moco.csv,BATCHSTOP4,-1,linear,4,2419,45.20951302378256,4415,med,lt 5k
1217,1217,dreamhead-moco.csv,BATCHDIVIDE4,-1,linear,1,2677,39.365798414496034,4415,med,lt 5k
1218,1218,dreamhead-moco.csv,BATCHDIVIDE4,-1,linear,2,2770,37.25934314835787,4415,med,lt 5k
1219,1219,dreamhead-moco.csv,BATCHDIVIDE4,-1,linear,3,2790,36.80634201585504,4415,med,lt 5k
1220,1220,dreamhead-moco.csv,BATCHDIVIDE4,-1,linear,4,2758,37.53114382785957,4415,med,lt 5k
1221,1221,dreamhead-moco.csv,BATCHBISECT,-1,exponential,2,2777,37.10079275198188,4415,med,lt 5k
1222,1222,dreamhead-moco.csv,BATCHBISECT,-1,exponential,3,2769,37.28199320498301,4415,med,lt 5k
1223,1223,dreamhead-moco.csv,BATCHBISECT,-1,exponential,4,2799,36.602491506228766,4415,med,lt 5k
1224,1224,dreamhead-moco.csv,BATCHSTOP4,-1,exponential,2,2582,41.51755379388448,4415,med,lt 5k
1225,1225,dreamhead-moco.csv,BATCHSTOP4,-1,exponential,3,2491,43.578708946772366,4415,med,lt 5k
1226,1226,dreamhead-moco.csv,BATCHSTOP4,-1,exponential,4,2591,41.31370328425821,4415,med,lt 5k
1227,1227,dreamhead-moco.csv,BATCHDIVIDE4,-1,exponential,2,2883,34.69988674971687,4415,med,lt 5k
1228,1228,dreamhead-moco.csv,BATCHDIVIDE4,-1,exponential,3,2506,43.23895809739524,4415,med,lt 5k
1229,1229,dreamhead-moco.csv,BATCHDIVIDE4,-1,exponential,4,2923,33.793884484711214,4415,med,lt 5k
1230,1230,dreamhead-moco.csv,BATCHBISECT,-1,stagger,2,2712,38.57304643261608,4415,med,lt 5k
1231,1231,dreamhead-moco.csv,BATCHBISECT,-1,stagger,3,2713,38.55039637599094,4415,med,lt 5k
1232,1232,dreamhead-moco.csv,BATCHBISECT,-1,stagger,4,2636,40.29445073612684,4415,med,lt 5k
1233,1233,dreamhead-moco.csv,BATCHSTOP4,-1,stagger,2,2539,42.49150622876557,4415,med,lt 5k
1234,1234,dreamhead-moco.csv,BATCHSTOP4,-1,stagger,3,2488,43.64665911664779,4415,med,lt 5k
1235,1235,dreamhead-moco.csv,BATCHSTOP4,-1,stagger,4,2440,44.73386183465459,4415,med,lt 5k
1236,1236,dreamhead-moco.csv,BATCHDIVIDE4,-1,stagger,2,2824,36.036240090600224,4415,med,lt 5k
1237,1237,dreamhead-moco.csv,BATCHDIVIDE4,-1,stagger,3,2782,36.98754246885617,4415,med,lt 5k
1238,1238,dreamhead-moco.csv,BATCHDIVIDE4,-1,stagger,4,2785,36.919592298980746,4415,med,lt 5k
1239,1239,dreamhead-moco.csv,BATCHBISECT,-1,random_linear,-1,2833,35.83238958097395,4415,med,lt 5k
1240,1240,dreamhead-moco.csv,BATCHSTOP4,-1,random_linear,-1,2497,43.44280860702152,4415,med,lt 5k
1241,1241,dreamhead-moco.csv,BATCHDIVIDE4,-1,random_linear,-1,2722,38.34654586636466,4415,med,lt 5k
1242,1242,dreamhead-moco.csv,BATCHBISECT,-1,random_exponential,-1,2780,37.03284258210645,4415,med,lt 5k
1243,1243,dreamhead-moco.csv,BATCHSTOP4,-1,random_exponential,-1,2479,43.85050962627407,4415,med,lt 5k
1244,1244,dreamhead-moco.csv,BATCHDIVIDE4,-1,random_exponential,-1,2765,37.37259343148358,4415,med,lt 5k
1245,1245,dreamhead-moco.csv,BATCHBISECT,-1,random_random,-1,2782,36.98754246885617,4415,med,lt 5k
