,project,algorithm,batch_size,update_method,factor,total_duration,testall_duration,time_saved,builds_made,builds_saved,testall_size
122,apache-tajo.csv,BATCHSTOP4,-1,stagger,3,,,,906,29.603729603729604,1287
123,apache-tajo.csv,BATCHDIVIDE4,-1,random_linear,-1,,,,901,29.992229992229994,1287
124,apache-tajo.csv,BATCHBISECT,-1,random_linear,-1,2027267.0,,,1028,20.12432012432012,1287
125,apache-tajo.csv,BATCHSTOP4,-1,random_linear,-1,,,,910,29.292929292929287,1287
126,apache-tajo.csv,BATCHDIVIDE4,-1,random_exponential,-1,,,,903,29.836829836829835,1287
127,apache-tajo.csv,BATCHBISECT,-1,random_exponential,-1,,,,976,24.164724164724163,1287
128,apache-tajo.csv,BATCHSTOP4,-1,random_exponential,-1,,,,900,30.069930069930066,1287
129,apache-tajo.csv,BATCHDIVIDE4,-1,random_random,-1,,,,893,30.613830613830615,1287
130,apache-tajo.csv,BATCHBISECT,-1,random_random,-1,2005899.0,,,1018,20.9013209013209,1287
131,apache-tajo.csv,BATCHSTOP4,-1,random_random,-1,,,,890,30.846930846930846,1287
132,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,linear,1,8685629.0,11350519.0,23.47813346684852,974,8.458646616541358,1064
133,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,linear,2,9004857.0,11350519.0,20.66568057372531,987,7.236842105263165,1064
134,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,linear,3,9214174.0,11350519.0,18.821562256316213,980,7.89473684210526,1064
135,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,linear,4,9626905.0,11350519.0,15.18533205397921,988,7.142857142857139,1064
136,osmdroid-osmdroid.csv,BATCHBISECT,-1,linear,1,9428961.0,11350519.0,16.929252309960447,901,15.319548872180448,1064
137,osmdroid-osmdroid.csv,BATCHBISECT,-1,linear,2,9794037.0,11350519.0,13.712870750667875,929,12.687969924812023,1064
138,osmdroid-osmdroid.csv,BATCHBISECT,-1,linear,3,9804714.0,11350519.0,13.618804567438715,930,12.593984962406012,1064
139,osmdroid-osmdroid.csv,BATCHBISECT,-1,linear,4,9787795.0,11350519.0,13.767863830719989,935,12.12406015037594,1064
140,osmdroid-osmdroid.csv,BATCHSTOP4,-1,linear,1,8639450.0,11350519.0,23.884978299230198,977,8.17669172932331,1064
141,osmdroid-osmdroid.csv,BATCHSTOP4,-1,linear,2,8831834.0,11350519.0,22.190042587479923,991,6.860902255639104,1064
142,osmdroid-osmdroid.csv,BATCHSTOP4,-1,linear,3,8937758.0,11350519.0,21.256834158860926,986,7.330827067669176,1064
143,osmdroid-osmdroid.csv,BATCHSTOP4,-1,linear,4,9040387.0,11350519.0,20.352655239817665,994,6.578947368421055,1064
144,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,exponential,2,9397730.0,11350519.0,17.20440272378734,991,6.860902255639104,1064
145,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,exponential,3,10291630.0,11350519.0,9.328991916581089,1007,5.357142857142861,1064
146,osmdroid-osmdroid.csv,BATCHBISECT,-1,exponential,2,10101864.0,11350519.0,11.00086260372764,955,10.244360902255636,1064
147,osmdroid-osmdroid.csv,BATCHBISECT,-1,exponential,3,9479179.0,11350519.0,16.48682320165271,907,14.755639097744364,1064
148,osmdroid-osmdroid.csv,BATCHSTOP4,-1,exponential,2,9002621.0,11350519.0,20.685380113455608,996,6.390977443609017,1064
149,osmdroid-osmdroid.csv,BATCHSTOP4,-1,exponential,3,9218096.0,11350519.0,18.78700877025976,1004,5.639097744360896,1064
150,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,stagger,2,9187340.0,11350519.0,19.05797435341944,965,9.304511278195491,1064
151,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,stagger,3,9910021.0,11350519.0,12.691032013602197,986,7.330827067669176,1064
152,osmdroid-osmdroid.csv,BATCHBISECT,-1,stagger,2,9737172.0,11350519.0,14.213861057807136,923,13.251879699248121,1064
153,osmdroid-osmdroid.csv,BATCHBISECT,-1,stagger,3,9635245.0,11350519.0,15.111855237632753,918,13.721804511278194,1064
154,osmdroid-osmdroid.csv,BATCHSTOP4,-1,stagger,2,8719792.0,11350519.0,23.177151635092628,969,8.92857142857143,1064
155,osmdroid-osmdroid.csv,BATCHSTOP4,-1,stagger,3,9066757.0,11350519.0,20.120331061513568,989,7.048872180451127,1064
156,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,random_linear,-1,10172753.0,11350519.0,10.376318474952555,995,6.484962406015043,1064
157,osmdroid-osmdroid.csv,BATCHBISECT,-1,random_linear,-1,10105856.0,11350519.0,10.965692405783386,950,10.714285714285708,1064
158,osmdroid-osmdroid.csv,BATCHSTOP4,-1,random_linear,-1,9818271.0,11350519.0,13.499365095111514,1031,3.101503759398497,1064
159,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,random_exponential,-1,10031575.0,11350519.0,11.620120630607289,1007,5.357142857142861,1064
160,osmdroid-osmdroid.csv,BATCHBISECT,-1,random_exponential,-1,10059076.0,11350519.0,11.377832150230304,956,10.150375939849624,1064
161,osmdroid-osmdroid.csv,BATCHSTOP4,-1,random_exponential,-1,9414818.0,11350519.0,17.053854541805535,1012,4.887218045112789,1064
162,osmdroid-osmdroid.csv,BATCHDIVIDE4,-1,random_random,-1,9624481.0,11350519.0,15.206687905636741,988,7.142857142857139,1064
163,osmdroid-osmdroid.csv,BATCHBISECT,-1,random_random,-1,10237975.0,11350519.0,9.801701578579795,970,8.834586466165419,1064
164,osmdroid-osmdroid.csv,BATCHSTOP4,-1,random_random,-1,8803296.0,11350519.0,22.441467213966163,982,7.706766917293237,1064
165,DSpace-DSpace.csv,BATCHDIVIDE4,-1,linear,1,665446.0,1063649.0,37.43744411925363,660,58.121827411167516,1576
166,DSpace-DSpace.csv,BATCHDIVIDE4,-1,linear,2,659313.0,1063649.0,38.01404410665548,649,58.81979695431472,1576
167,DSpace-DSpace.csv,BATCHDIVIDE4,-1,linear,3,663357.0,1063649.0,37.6338434953636,666,57.74111675126903,1576
168,DSpace-DSpace.csv,BATCHDIVIDE4,-1,linear,4,682537.0,1063649.0,35.83061705506233,664,57.868020304568525,1576
169,DSpace-DSpace.csv,BATCHBISECT,-1,linear,1,393612.0,1063649.0,62.99418323149836,566,64.08629441624365,1576
170,DSpace-DSpace.csv,BATCHBISECT,-1,linear,2,380286.0,1063649.0,64.24704014200174,560,64.46700507614213,1576
