,Build_Result,Actual_Result,Index
138,0,0,139
139,0,0,140
140,0,0,141
141,0,0,142
142,1,1,143
143,1,1,144
144,0,1,145
145,0,1,146
146,0,1,147
147,0,1,148
148,1,1,149
149,1,1,150
150,0,1,151
151,0,1,152
152,0,1,153
153,0,1,154
154,1,0,155
155,1,0,156
156,0,1,157
157,0,1,158
158,0,1,159
159,0,1,160
160,0,1,161
161,0,1,162
162,1,0,163
163,1,0,164
164,0,1,165
165,0,1,166
166,0,1,167
167,0,1,168
168,1,1,169
169,1,1,170
170,0,1,171
171,0,1,172
172,0,1,173
173,0,1,174
174,0,1,175
175,0,1,176
176,0,1,177
177,0,1,178
178,0,1,179
179,0,1,180
180,1,0,181
181,1,0,182
182,0,1,183
183,0,1,184
184,0,1,185
185,0,1,186
186,0,1,187
187,0,1,188
188,0,1,189
189,0,1,190
190,0,1,191
191,0,1,192
192,0,1,193
193,0,1,194
194,1,1,195
195,1,1,196
196,0,1,197
197,0,1,198
198,1,0,199
199,1,0,200
200,0,1,201
201,0,1,202
202,0,1,203
203,0,1,204
204,0,1,205
205,0,1,206
206,0,1,207
207,0,1,208
208,1,0,209
209,1,0,210
210,1,0,211
211,1,0,212
212,0,0,213
213,0,0,214
214,0,0,215
215,0,0,216
216,1,1,217
217,1,1,218
218,0,0,219
219,0,0,220
220,1,1,221
221,1,1,222
222,0,1,223
223,0,1,224
224,1,0,225
225,1,0,226
226,1,0,227
227,1,0,228
228,0,1,229
229,0,1,230
230,1,0,231
231,1,0,232
232,0,1,233
233,0,1,234
234,1,1,235
235,1,1,236
236,0,1,237
237,0,1,238
238,0,1,239
239,0,1,240
240,1,1,241
241,1,1,242
242,1,1,243
243,1,1,244
244,1,1,245
245,1,1,246
246,1,1,247
247,1,1,248
248,1,0,249
249,1,0,250
250,0,1,251
251,0,1,252
252,1,0,253
253,1,0,254
254,0,1,255
255,0,1,256
256,0,1,257
257,0,1,258
258,1,1,259
259,1,1,260
260,0,1,261
261,0,1,262
262,1,1,263
263,1,1,264
264,1,1,265
265,1,1,266
266,0,1,267
267,0,1,268
268,1,1,269
269,1,1,270
270,1,1,271
271,1,1,272
272,1,1,273
273,1,1,274
274,0,1,275
275,0,1,276
276,1,0,277
277,1,0,278
278,1,1,279
279,1,1,280
280,1,1,281
281,1,1,282
282,1,1,283
283,1,1,284
284,0,1,285
285,0,1,286
286,1,1,287
287,1,1,288
288,0,1,289
289,0,1,290
290,0,1,291
291,0,1,292
292,0,1,293
293,0,1,294
294,1,1,295
295,1,1,296
296,0,1,297
297,0,1,298
298,0,1,299
299,0,1,300
300,1,1,301
301,1,1,302
302,1,1,303
303,1,1,304
304,0,1,305
305,0,1,306
306,1,1,307
307,1,1,308
308,0,1,309
309,0,1,310
310,1,1,311
311,1,1,312
312,0,1,313
313,0,1,314
314,0,1,315
315,0,1,316
316,0,1,317
317,0,1,318
318,0,1,319
319,0,1,320
320,0,1,321
321,0,1,322
322,1,0,323
323,1,0,324
324,0,1,325
325,0,1,326
326,1,1,327
327,1,1,328
328,0,0,329
329,0,0,330
330,0,1,331
331,0,1,332
332,1,1,333
333,1,1,334
334,0,1,335
335,0,1,336
336,1,1,337
337,1,1,338
338,0,1,339
339,0,1,340
340,0,1,341
341,0,1,342
342,0,1,343
343,0,1,344
344,0,0,345
345,0,0,346
346,0,1,347
347,0,1,348
348,0,0,349
349,0,0,350
350,0,1,351
351,0,1,352
352,0,1,353
353,0,1,354
354,0,1,355
355,0,1,356
356,0,1,357
357,0,1,358
358,1,1,359
359,1,1,360
360,1,1,361
361,1,1,362
362,0,1,363
363,0,1,364
364,0,1,365
365,0,1,366
366,0,1,367
367,0,1,368
